Order_ID,Optimized_Route
ORD_789,"[(1, 4), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (3, 11), (4, 11), (4, 12), (5, 12), (6, 12), (6, 11), (7, 11), (8, 11), (9, 11), (10, 11), (11, 11), (12, 11), (13, 11), (13, 12), (13, 13), (14, 13), (15, 13), (15, 14), (15, 15), (15, 16)]"
ORD_790,"[(16, 17), (16, 18), (15, 18), (14, 18), (14, 19), (13, 19), (12, 19), (12, 20), (12, 21), (12, 22), (12, 23), (12, 24), (12, 25), (12, 26), (12, 27), (12, 28), (11, 28), (10, 28), (10, 29), (10, 30), (10, 31), (10, 32), (10, 33), (9, 33), (9, 34), (8, 34), (7, 34), (7, 35), (7, 36), (6, 36), (5, 36), (4, 36), (4, 37), (4, 38), (4, 39), (4, 40), (3, 40), (2, 40), (1, 40), (0, 40)]"
ORD_791,"[(38, 0), (37, 0), (37, 1), (36, 1), (35, 1), (34, 1), (33, 1), (32, 1), (31, 1), (30, 1), (30, 0)]"
ORD_792,"[(19, 10), (19, 9), (19, 8), (18, 8), (18, 7), (17, 7), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (13, 3), (12, 3), (11, 3), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (6, 2), (6, 1), (5, 1), (5, 0), (4, 0)]"
ORD_793,"[(25, 0), (24, 0), (23, 0), (22, 0), (21, 0), (20, 0), (19, 0), (19, 1), (18, 1), (18, 2), (17, 2), (16, 2), (15, 2), (14, 2), (14, 3), (13, 3), (12, 3)]"
ORD_794,"[(17, 21), (17, 20), (18, 20), (19, 20), (20, 20), (20, 19), (20, 18), (21, 18), (21, 17), (22, 17), (22, 16), (23, 16), (24, 16), (25, 16), (26, 16), (26, 15), (27, 15), (27, 14), (27, 13), (28, 13), (28, 12), (28, 11), (28, 10), (28, 9), (29, 9), (29, 8), (30, 8), (31, 8), (31, 7), (32, 7), (33, 7), (34, 7), (35, 7), (35, 6), (36, 6), (37, 6), (38, 6), (38, 5), (38, 4), (38, 3), (38, 2), (39, 2), (40, 2), (41, 2)]"
ORD_795,"[(26, 3), (26, 2), (27, 2), (28, 2), (28, 1), (29, 1), (30, 1), (31, 1), (32, 1), (33, 1), (33, 2), (34, 2), (35, 2)]"
ORD_796,"[(32, 0), (31, 0), (30, 0), (29, 0), (28, 0), (27, 0), (26, 0), (25, 0), (24, 0), (23, 0), (22, 0), (21, 0), (20, 0), (19, 0), (19, 1), (18, 1), (18, 2), (17, 2), (16, 2), (16, 3), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (10, 5), (9, 5), (9, 6), (8, 6), (7, 6), (6, 6), (5, 6), (5, 5), (4, 5), (3, 5), (2, 5)]"
ORD_797,"[(0, 0), (0, 1), (1, 1), (1, 2), (1, 3), (1, 4), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (3, 11), (4, 11), (4, 12), (5, 12), (6, 12), (7, 12), (7, 13), (7, 14), (7, 15), (7, 16), (8, 16), (9, 16), (10, 16), (10, 17), (10, 18), (11, 18), (11, 19), (12, 19), (12, 20), (12, 21), (12, 22), (12, 23), (13, 23), (14, 23), (15, 23), (15, 24), (16, 24), (17, 24), (18, 24), (18, 25), (19, 25), (20, 25), (21, 25), (21, 26), (22, 26), (22, 27), (22, 28), (22, 29), (23, 29), (24, 29), (25, 29)]"
ORD_798,"[(0, 22), (0, 21), (0, 20)]"
ORD_799,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (5, 1), (6, 1), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (11, 3), (12, 3), (13, 3), (14, 3), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (18, 1), (19, 1), (19, 0), (20, 0), (21, 0), (22, 0), (23, 0), (24, 0), (25, 0), (26, 0), (27, 0), (28, 0), (29, 0), (30, 0), (30, 1), (31, 1), (32, 1), (33, 1), (34, 1), (35, 1), (36, 1), (37, 1), (38, 1), (39, 1)]"
ORD_800,"[(44, 37), (44, 36), (44, 35), (43, 35), (42, 35), (42, 34), (41, 34), (40, 34), (39, 34), (38, 34), (37, 34), (37, 33), (36, 33), (35, 33), (35, 32), (35, 31), (35, 30), (34, 30), (34, 29), (33, 29), (32, 29), (31, 29), (30, 29), (29, 29), (28, 29), (27, 29), (27, 30), (26, 30), (25, 30), (25, 29), (24, 29), (23, 29), (22, 29), (22, 28), (22, 27), (22, 26), (21, 26), (21, 25), (20, 25), (19, 25), (18, 25), (18, 24), (17, 24), (16, 24), (15, 24), (15, 23), (14, 23), (13, 23), (12, 23), (11, 23), (10, 23), (10, 22), (9, 22), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (5, 20), (4, 20), (3, 20), (2, 20), (1, 20), (0, 20)]"
ORD_801,"[(39, 28), (39, 27), (39, 26), (38, 26), (38, 25), (38, 24), (39, 24), (39, 23), (39, 22), (39, 21), (39, 20), (39, 19), (39, 18), (39, 17), (39, 16), (39, 15), (39, 14), (39, 13), (38, 13), (37, 13), (37, 12), (37, 11), (37, 10), (37, 9), (37, 8), (37, 7)]"
ORD_802,"[(45, 18), (45, 17), (44, 17), (44, 16), (43, 16), (42, 16), (41, 16), (41, 15), (41, 14), (40, 14), (39, 14), (39, 13), (38, 13), (37, 13), (37, 12), (36, 12), (35, 12), (34, 12), (34, 11), (34, 10), (34, 9), (33, 9), (32, 9), (32, 8), (31, 8), (31, 7), (31, 6), (30, 6), (30, 5), (29, 5), (28, 5), (28, 4), (27, 4), (27, 3), (26, 3), (26, 2), (26, 1), (26, 0), (25, 0), (24, 0), (23, 0), (22, 0), (21, 0), (20, 0), (19, 0), (18, 0), (17, 0), (16, 0), (15, 0), (14, 0)]"
ORD_803,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (5, 1), (6, 1), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (11, 3), (12, 3), (13, 3), (14, 3), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (18, 1), (19, 1), (19, 0), (20, 0)]"
ORD_804,"[(0, 23), (1, 23), (1, 22), (1, 21), (0, 21), (0, 20), (0, 19), (0, 18), (0, 17), (0, 16), (1, 16), (1, 15), (0, 15), (0, 14), (0, 13), (0, 12), (0, 11), (0, 10), (0, 9), (0, 8)]"
ORD_805,"[(0, 31), (1, 31), (2, 31), (3, 31), (4, 31), (5, 31), (5, 32), (5, 33), (6, 33), (7, 33), (7, 34), (8, 34), (9, 34), (10, 34), (11, 34), (12, 34), (12, 33), (13, 33), (13, 32), (14, 32), (15, 32), (16, 32), (17, 32), (17, 33), (17, 34), (18, 34), (19, 34), (20, 34), (21, 34), (22, 34), (23, 34), (24, 34), (24, 33), (25, 33), (26, 33), (27, 33), (28, 33)]"
ORD_806,"[(3, 25), (3, 24), (4, 24), (4, 23), (4, 22), (4, 21), (4, 20), (4, 19), (4, 18), (4, 17), (4, 16), (3, 16), (3, 15), (3, 14), (3, 13), (4, 13), (4, 12), (5, 12), (6, 12), (6, 11), (7, 11), (8, 11), (9, 11), (10, 11), (10, 10), (10, 9), (11, 9), (12, 9), (12, 8), (12, 7), (13, 7), (14, 7), (15, 7), (16, 7), (17, 7), (17, 6), (17, 5), (17, 4), (17, 3), (18, 3), (18, 2), (18, 1), (19, 1), (19, 0), (20, 0), (21, 0), (22, 0), (23, 0), (24, 0)]"
ORD_807,"[(43, 29), (43, 28), (42, 28), (42, 27), (41, 27), (40, 27), (40, 26), (39, 26), (38, 26), (38, 25), (37, 25), (37, 24), (37, 23), (37, 22), (36, 22), (35, 22), (34, 22), (33, 22), (33, 21), (32, 21), (32, 20), (32, 19), (31, 19), (30, 19), (29, 19), (29, 18), (29, 17), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (23, 15), (23, 14), (22, 14), (22, 13), (21, 13), (21, 12), (21, 11), (20, 11), (20, 10), (20, 9), (19, 9), (19, 8), (18, 8), (18, 7), (17, 7), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (14, 3), (14, 2), (14, 1), (14, 0)]"
ORD_808,"[(0, 38), (0, 37), (0, 36), (0, 35), (1, 35), (1, 34), (1, 33), (2, 33), (3, 33), (4, 33), (4, 32), (5, 32), (5, 31), (5, 30), (5, 29), (5, 28), (4, 28), (4, 27), (3, 27), (3, 26), (3, 25), (2, 25), (2, 24), (2, 23), (2, 22), (2, 21), (2, 20), (2, 19), (1, 19), (0, 19), (0, 18), (0, 17)]"
ORD_809,"[(8, 20), (7, 20), (7, 19), (7, 18), (7, 17), (7, 16), (7, 15), (7, 14), (7, 13), (7, 12), (6, 12), (6, 11), (7, 11), (7, 10), (7, 9), (7, 8), (7, 7), (8, 7), (8, 6), (7, 6), (7, 5), (7, 4), (7, 3), (7, 2), (6, 2), (6, 1), (6, 0)]"
ORD_810,"[(0, 31), (1, 31), (2, 31), (3, 31), (4, 31), (5, 31), (5, 30), (5, 29), (5, 28), (6, 28), (6, 27), (6, 26), (7, 26), (7, 25), (8, 25), (9, 25), (9, 24), (9, 23), (9, 22), (10, 22), (10, 21), (10, 20), (11, 20), (12, 20), (12, 19), (13, 19), (14, 19), (14, 18), (15, 18), (16, 18), (16, 17), (17, 17), (17, 16), (18, 16), (18, 15), (18, 14), (19, 14), (20, 14), (20, 13), (21, 13), (22, 13), (23, 13), (23, 12), (23, 11), (24, 11), (25, 11)]"
ORD_811,"[(3, 0), (3, 1), (3, 2), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (3, 11), (3, 12), (3, 13), (3, 14), (3, 15), (3, 16), (4, 16), (4, 17), (4, 18), (4, 19), (4, 20), (5, 20), (5, 21), (5, 22), (6, 22), (6, 23), (7, 23), (7, 24), (7, 25), (7, 26), (7, 27), (7, 28), (7, 29), (7, 30), (7, 31), (7, 32), (7, 33), (7, 34), (8, 34), (8, 35), (8, 36), (8, 37), (9, 37), (9, 38), (8, 38)]"
ORD_812,"[(30, 0), (29, 0), (29, 1), (28, 1), (28, 2), (27, 2), (26, 2), (26, 3), (26, 4), (26, 5), (26, 6), (26, 7), (25, 7), (25, 8), (25, 9), (25, 10), (24, 10), (24, 11), (23, 11), (23, 12), (23, 13), (23, 14), (23, 15), (23, 16), (22, 16), (22, 17), (22, 18), (22, 19), (21, 19), (21, 20), (21, 21), (20, 21), (19, 21), (18, 21), (18, 22), (17, 22), (17, 23), (17, 24), (16, 24), (16, 25), (16, 26), (17, 26), (17, 27), (17, 28), (17, 29), (17, 30), (16, 30), (16, 31), (15, 31), (14, 31), (14, 32), (13, 32), (13, 33), (12, 33), (12, 34), (11, 34), (10, 34), (9, 34), (8, 34), (7, 34), (7, 35), (7, 36), (6, 36), (5, 36), (4, 36), (3, 36), (2, 36), (2, 37)]"
ORD_813,"[(7, 6), (6, 6), (5, 6), (5, 5), (4, 5), (3, 5), (3, 4), (2, 4), (1, 4), (1, 3), (0, 3)]"
ORD_814,"[(45, 0), (44, 0), (43, 0), (43, 1), (42, 1), (41, 1), (41, 2), (40, 2), (39, 2), (38, 2), (38, 3), (38, 4), (38, 5), (38, 6), (37, 6), (36, 6), (35, 6), (35, 7), (34, 7), (33, 7), (32, 7), (31, 7), (30, 7), (29, 7)]"
ORD_815,"[(1, 19), (2, 19), (2, 18), (3, 18), (3, 17), (4, 17), (4, 16), (5, 16), (6, 16), (7, 16), (8, 16), (9, 16), (10, 16), (10, 17), (10, 18), (11, 18), (11, 19), (12, 19), (12, 20), (12, 21), (13, 21), (14, 21), (15, 21), (16, 21), (17, 21), (18, 21), (19, 21), (20, 21), (21, 21), (22, 21), (22, 20), (23, 20), (24, 20), (25, 20), (26, 20), (26, 19), (27, 19), (28, 19), (29, 19), (30, 19), (31, 19), (32, 19), (32, 20), (33, 20), (34, 20), (35, 20), (36, 20), (37, 20), (38, 20), (38, 19), (39, 19), (40, 19), (40, 18), (41, 18)]"
ORD_816,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (5, 1), (6, 1), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (11, 3), (12, 3), (13, 3), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (17, 7), (18, 7), (18, 8), (19, 8), (20, 8), (21, 8), (22, 8), (22, 9), (23, 9), (24, 9), (25, 9), (26, 9), (27, 9), (28, 9), (29, 9), (29, 8), (30, 8), (31, 8), (31, 7), (32, 7), (33, 7), (34, 7), (35, 7), (35, 6), (36, 6), (37, 6), (38, 6), (39, 6), (40, 6), (41, 6)]"
ORD_817,"[(17, 0), (18, 0), (18, 1), (18, 2), (18, 3), (17, 3), (17, 4), (17, 5), (17, 6), (17, 7), (18, 7), (18, 8), (17, 8), (17, 9), (17, 10), (17, 11), (17, 12), (18, 12), (18, 13), (18, 14), (18, 15), (18, 16), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23), (17, 24), (18, 24), (18, 25), (19, 25), (20, 25), (21, 25), (21, 26), (22, 26), (22, 27), (22, 28), (22, 29), (22, 30), (22, 31), (22, 32), (22, 33), (22, 34), (23, 34), (23, 35), (23, 36), (23, 37), (24, 37), (24, 38), (25, 38), (25, 39), (25, 40)]"
ORD_818,"[(0, 36), (0, 35), (1, 35), (1, 34), (1, 33), (2, 33), (3, 33), (4, 33), (4, 32), (5, 32), (5, 31), (5, 30), (5, 29), (5, 28), (4, 28), (4, 27), (3, 27), (3, 26), (3, 25), (3, 24), (4, 24), (4, 23), (4, 22), (4, 21), (4, 20), (4, 19), (4, 18), (4, 17), (4, 16), (3, 16), (3, 15), (3, 14), (3, 13), (3, 12), (3, 11), (2, 11), (2, 10)]"
ORD_819,"[(8, 0), (7, 0), (6, 0), (5, 0), (4, 0), (3, 0), (2, 0), (1, 0), (0, 0)]"
ORD_820,"[(0, 18), (0, 19), (1, 19), (2, 19), (2, 20), (2, 21), (2, 22), (2, 23), (2, 24), (2, 25), (1, 25), (0, 25), (0, 26)]"
ORD_821,"[(0, 0), (0, 1), (1, 1), (1, 2), (1, 3), (1, 4), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (3, 11), (3, 12), (3, 13), (3, 14), (3, 15), (3, 16), (4, 16), (4, 17), (4, 18), (4, 19), (4, 20), (4, 21), (4, 22), (4, 23), (4, 24), (3, 24), (3, 25), (3, 26), (3, 27), (4, 27), (4, 28), (5, 28), (5, 29), (5, 30), (5, 31), (5, 32), (4, 32), (4, 33), (4, 34), (4, 35), (4, 36), (4, 37), (4, 38), (4, 39), (4, 40), (3, 40), (2, 40), (2, 41), (1, 41), (0, 41)]"
ORD_822,"[(34, 18), (33, 18), (32, 18), (31, 18), (30, 18), (29, 18), (29, 17), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (23, 15), (23, 14), (22, 14), (22, 13), (21, 13), (21, 12), (21, 11), (20, 11), (20, 10), (20, 9), (19, 9), (19, 8), (18, 8), (18, 7), (17, 7), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (13, 3), (12, 3), (11, 3), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (6, 2), (6, 1), (5, 1), (5, 0), (4, 0), (3, 0), (2, 0), (1, 0), (0, 0)]"
ORD_823,"[(0, 8), (1, 8), (1, 7), (2, 7), (2, 8), (3, 8), (4, 8), (5, 8), (6, 8), (7, 8), (7, 7), (8, 7), (8, 6), (9, 6), (9, 5), (10, 5), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (16, 3), (16, 2), (17, 2), (18, 2), (18, 1), (19, 1), (19, 0), (20, 0), (21, 0), (22, 0)]"
ORD_824,"[(18, 26), (17, 26), (16, 26), (16, 25), (16, 24), (15, 24), (15, 23), (14, 23), (13, 23), (12, 23), (12, 22), (12, 21), (12, 20), (12, 19), (11, 19), (11, 18), (10, 18), (10, 17), (10, 16), (9, 16), (8, 16), (7, 16), (7, 15), (7, 14), (7, 13), (7, 12), (6, 12), (5, 12), (4, 12), (4, 11), (3, 11), (2, 11), (2, 10), (2, 9), (2, 8), (2, 7), (2, 6), (2, 5), (2, 4), (1, 4), (1, 3), (0, 3), (0, 2)]"
ORD_825,"[(32, 22), (33, 22), (33, 21), (32, 21), (32, 20), (32, 19), (31, 19), (30, 19), (29, 19), (29, 18), (29, 17), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (23, 15), (23, 14), (22, 14), (22, 13), (21, 13), (21, 12), (21, 11), (20, 11), (20, 10), (20, 9), (19, 9), (19, 8), (18, 8), (18, 7), (17, 7), (17, 6), (17, 5), (17, 4), (17, 3), (18, 3), (18, 2), (18, 1), (18, 0), (17, 0), (16, 0), (15, 0)]"
ORD_826,"[(0, 11), (1, 11), (2, 11), (3, 11), (4, 11), (4, 12), (5, 12), (6, 12), (6, 11), (7, 11), (8, 11), (9, 11), (10, 11), (10, 10), (10, 9), (11, 9), (12, 9), (13, 9), (14, 9), (15, 9), (15, 10), (16, 10), (16, 9), (17, 9), (17, 8), (18, 8), (19, 8), (20, 8), (21, 8), (22, 8), (22, 9), (23, 9), (24, 9), (25, 9), (26, 9), (27, 9), (28, 9), (29, 9), (29, 8), (30, 8), (31, 8), (31, 7), (32, 7), (33, 7), (34, 7), (35, 7), (35, 6), (36, 6), (37, 6), (38, 6), (38, 5), (38, 4), (38, 3), (38, 2), (39, 2), (40, 2), (41, 2), (41, 1), (41, 0)]"
ORD_827,"[(27, 0), (28, 0), (29, 0), (30, 0), (30, 1), (31, 1), (32, 1), (33, 1), (34, 1), (35, 1), (36, 1), (37, 1), (38, 1), (39, 1), (40, 1), (41, 1), (42, 1), (43, 1), (43, 0), (44, 0), (45, 0), (46, 0)]"
ORD_828,"[(44, 40), (44, 39), (43, 39), (42, 39), (41, 39), (40, 39), (40, 38), (39, 38), (38, 38), (37, 38), (36, 38), (36, 37), (35, 37), (35, 36), (35, 35), (35, 34), (35, 33), (35, 32), (35, 31), (35, 30), (34, 30), (34, 29), (33, 29), (32, 29), (31, 29), (30, 29), (29, 29), (29, 28), (29, 27), (29, 26), (29, 25), (29, 24), (29, 23), (28, 23), (28, 22), (28, 21), (27, 21), (26, 21), (26, 20), (25, 20), (24, 20), (23, 20), (23, 19), (23, 18), (23, 17), (22, 17), (21, 17), (20, 17), (19, 17), (19, 16), (18, 16), (18, 15), (18, 14), (18, 13)]"
ORD_829,"[(8, 27), (7, 27), (7, 26), (7, 25), (7, 24), (7, 23), (7, 22), (8, 22)]"
ORD_830,"[(19, 22), (20, 22), (20, 21), (21, 21), (21, 20), (21, 19), (22, 19), (22, 18), (22, 17), (22, 16), (23, 16), (23, 15), (23, 14), (23, 13), (23, 12), (23, 11), (24, 11), (24, 10), (25, 10), (25, 9), (25, 8), (25, 7), (26, 7), (26, 6), (26, 5), (26, 4), (26, 3), (26, 2), (26, 1), (26, 0)]"
ORD_831,"[(0, 27), (0, 26), (0, 25), (1, 25), (2, 25), (2, 24), (2, 23), (2, 22), (2, 21), (2, 20), (2, 19), (2, 18), (3, 18), (3, 17), (3, 16), (3, 15), (3, 14), (3, 13), (3, 12), (3, 11), (2, 11), (2, 10), (2, 9), (2, 8), (2, 7), (2, 6), (2, 5), (2, 4), (1, 4), (1, 3), (1, 2), (1, 1), (0, 1), (0, 0)]"
ORD_832,"[(0, 3), (0, 2), (0, 1), (0, 0)]"
ORD_833,"[(14, 32), (14, 31), (15, 31), (16, 31), (16, 30), (17, 30), (17, 29), (17, 28), (17, 27), (17, 26), (16, 26), (16, 25), (16, 24), (17, 24), (17, 23), (17, 22), (17, 21), (17, 20), (17, 19), (17, 18), (17, 17), (17, 16), (18, 16), (18, 15), (18, 14), (18, 13), (18, 12), (17, 12), (17, 11), (17, 10), (17, 9), (17, 8), (18, 8), (18, 7), (17, 7), (17, 6), (17, 5), (17, 4), (17, 3), (18, 3), (18, 2), (18, 1), (19, 1), (19, 0)]"
ORD_834,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (5, 1), (6, 1), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (11, 3), (12, 3), (13, 3), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (17, 7), (18, 7), (18, 8), (19, 8), (19, 9), (20, 9), (20, 10), (20, 11), (21, 11), (21, 12), (21, 13), (22, 13), (22, 14), (23, 14), (23, 15), (23, 16), (24, 16), (25, 16), (26, 16), (27, 16), (28, 16), (29, 16), (29, 17), (29, 18), (29, 19), (30, 19), (31, 19), (32, 19), (32, 20), (32, 21), (33, 21), (33, 22), (33, 23), (34, 23), (34, 24), (35, 24), (35, 25), (35, 26), (35, 27), (36, 27), (37, 27), (38, 27)]"
ORD_835,"[(20, 0), (19, 0), (19, 1), (18, 1), (18, 2), (17, 2), (16, 2), (16, 3), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (10, 5), (9, 5), (9, 6), (8, 6), (8, 7), (7, 7), (7, 8), (6, 8), (5, 8), (4, 8), (3, 8)]"
ORD_836,"[(43, 13), (42, 13), (41, 13), (40, 13), (39, 13), (38, 13), (37, 13), (37, 12), (36, 12), (35, 12), (34, 12), (34, 11), (33, 11), (32, 11), (31, 11), (30, 11), (29, 11), (28, 11), (28, 10), (28, 9), (27, 9), (26, 9), (25, 9), (24, 9), (23, 9), (22, 9), (22, 8), (21, 8), (20, 8), (19, 8), (18, 8), (17, 8), (17, 9), (16, 9), (16, 10), (15, 10), (15, 9), (14, 9), (13, 9), (12, 9), (11, 9), (10, 9), (10, 10), (10, 11), (9, 11), (8, 11), (7, 11), (6, 11), (6, 12), (5, 12), (4, 12), (4, 13), (3, 13), (3, 14), (3, 15), (2, 15), (1, 15), (1, 16), (0, 16), (0, 17)]"
ORD_837,"[(27, 9), (27, 10), (27, 11), (27, 12), (27, 13), (27, 14), (27, 15), (26, 15), (26, 16), (26, 17), (26, 18), (26, 19), (27, 19), (27, 20), (27, 21), (27, 22)]"
ORD_838,"[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (5, 1), (6, 1), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (11, 3), (12, 3), (13, 3), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (18, 4), (19, 4), (20, 4), (20, 3), (21, 3), (22, 3), (22, 4), (23, 4), (24, 4), (25, 4), (26, 4), (26, 3), (27, 3), (28, 3)]"
ORD_839,"[(41, 26), (40, 26), (39, 26), (38, 26), (38, 25), (37, 25), (37, 24), (37, 23), (37, 22), (36, 22), (35, 22), (34, 22), (33, 22), (33, 21), (32, 21), (32, 20), (32, 19), (31, 19), (30, 19), (29, 19), (29, 18), (29, 17), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (23, 15), (23, 14), (22, 14), (22, 13), (21, 13), (21, 12), (21, 11), (20, 11), (20, 10), (20, 9), (19, 9), (19, 8), (18, 8), (18, 7), (17, 7), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (13, 3), (12, 3), (11, 3), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (6, 2), (6, 1), (5, 1), (5, 0), (4, 0), (3, 0), (2, 0), (1, 0), (0, 0)]"
ORD_840,"[(26, 0), (25, 0), (24, 0), (23, 0), (22, 0), (21, 0), (20, 0), (19, 0), (18, 0), (17, 0), (16, 0)]"
ORD_841,"[(36, 0), (35, 0), (35, 1), (34, 1), (33, 1), (32, 1), (31, 1), (31, 0)]"
ORD_842,"[(27, 0), (26, 0), (25, 0), (24, 0), (23, 0), (22, 0), (21, 0), (20, 0), (19, 0), (19, 1), (18, 1), (18, 2), (17, 2), (16, 2), (15, 2), (14, 2), (14, 3), (13, 3), (12, 3), (11, 3), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (6, 2), (6, 1), (5, 1), (5, 0), (4, 0), (3, 0), (2, 0), (1, 0), (0, 0)]"
ORD_843,"[(0, 12), (0, 11), (1, 11), (2, 11), (3, 11), (3, 10), (4, 10), (5, 10), (5, 9), (6, 9), (7, 9), (7, 8), (7, 7), (8, 7), (8, 6), (7, 6), (7, 5), (7, 4), (7, 3), (7, 2), (7, 1), (7, 0)]"
ORD_844,"[(31, 4), (31, 5), (30, 5), (29, 5), (28, 5), (28, 4), (27, 4), (26, 4), (25, 4), (24, 4), (23, 4), (22, 4), (22, 3), (21, 3), (20, 3), (20, 4), (19, 4), (18, 4), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (13, 3), (12, 3), (11, 3), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (6, 2), (6, 1), (5, 1), (5, 0), (4, 0), (3, 0), (2, 0), (1, 0), (0, 0)]"
ORD_845,"[(0, 20), (0, 19), (0, 18), (0, 17), (0, 16), (1, 16), (1, 15), (2, 15), (3, 15), (3, 14), (3, 13), (4, 13), (4, 12), (5, 12), (6, 12), (6, 11), (7, 11), (8, 11), (9, 11), (10, 11), (10, 10), (10, 9), (11, 9), (12, 9), (13, 9), (14, 9), (15, 9), (15, 10), (16, 10), (16, 9), (17, 9), (17, 8), (18, 8), (19, 8), (20, 8), (21, 8), (22, 8), (22, 9), (23, 9), (24, 9), (25, 9), (26, 9), (27, 9), (28, 9), (29, 9), (29, 8), (30, 8), (31, 8), (31, 7), (32, 7), (33, 7), (34, 7), (35, 7), (35, 6), (36, 6), (37, 6), (38, 6), (38, 5), (38, 4), (38, 3), (38, 2), (39, 2), (40, 2), (41, 2), (41, 1), (41, 0), (42, 0)]"
ORD_846,"[(21, 0), (20, 0), (19, 0), (19, 1), (18, 1), (18, 2), (18, 3), (17, 3), (17, 4), (17, 5), (17, 6), (17, 7), (18, 7), (18, 8), (17, 8), (17, 9), (17, 10), (17, 11), (17, 12), (18, 12), (18, 13), (18, 14), (18, 15), (18, 16), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23), (17, 24), (16, 24), (16, 25), (16, 26), (16, 27)]"
ORD_847,"[(43, 36), (42, 36), (41, 36), (41, 35), (40, 35), (40, 34), (39, 34), (38, 34), (37, 34), (37, 33), (36, 33), (35, 33), (35, 32), (35, 31), (35, 30), (34, 30), (34, 29), (33, 29), (32, 29), (31, 29), (30, 29), (29, 29), (28, 29), (27, 29), (27, 30), (26, 30), (25, 30), (25, 29), (24, 29), (23, 29), (22, 29), (22, 28), (22, 27), (22, 26), (21, 26), (21, 25), (20, 25), (19, 25), (18, 25), (18, 24), (17, 24), (16, 24), (15, 24), (15, 23), (14, 23), (13, 23), (12, 23), (12, 22), (12, 21), (12, 20), (12, 19), (11, 19), (11, 18), (10, 18), (10, 17), (10, 16), (9, 16), (8, 16), (7, 16), (7, 15), (7, 14), (7, 13), (7, 12), (6, 12), (5, 12), (4, 12), (4, 11), (3, 11), (2, 11), (2, 10), (2, 9), (2, 8), (2, 7), (2, 6), (2, 5), (2, 4), (1, 4), (0, 4)]"
