Order_ID,Pickup_Location,Dropoff_Location,Distance,Delivery_Time_Window,Status
ORD_774,"(26.55701, 80.59609)","(26.78735, 81.15623)",6.66,2025-03-01 05:52:50,Pending
ORD_775,"(26.56691, 80.73555)","(27.10823, 80.58557)",5.55,2025-03-01 15:55:04,Pending
ORD_776,"(26.6334, 81.01212)","(27.14827, 81.12535)",7.53,2025-03-01 20:14:06,Pending
ORD_777,"(26.84191, 80.93549)","(26.70429, 81.14217)",3.67,2025-03-01 03:21:38,Pending
ORD_778,"(26.67536, 80.54248)","(27.0221, 80.76966)",9.34,2025-03-01 02:52:37,Pending
ORD_779,"(26.54317, 80.61168)","(26.9256, 81.14943)",2.02,2025-03-01 11:51:38,Pending
ORD_780,"(27.1299, 80.64886)","(26.83658, 80.54292)",3.72,2025-03-01 02:59:09,Pending
ORD_781,"(26.86042, 80.77586)","(26.94923, 81.01852)",5.07,2025-03-01 11:30:36,Pending
ORD_782,"(26.83079, 80.98057)","(26.56237, 80.97286)",6.27,2025-03-01 18:14:44,Pending
ORD_783,"(26.95136, 80.73203)","(26.56855, 81.18204)",7.35,2025-03-01 13:04:51,Pending
ORD_784,"(26.98305, 80.92133)","(26.91485, 80.86984)",7.69,2025-03-01 01:26:56,Pending
ORD_785,"(26.60053, 80.72652)","(26.93146, 80.89529)",5.43,2025-03-01 18:15:26,Pending
ORD_786,"(26.5029, 80.81371)","(27.08973, 81.06925)",8.04,2025-03-01 18:02:00,Pending
ORD_787,"(26.62523, 81.03262)","(26.98362, 80.73808)",9.82,2025-03-01 02:49:19,Pending
ORD_788,"(26.51169, 80.9883)","(26.5518, 81.16831)",9.78,2025-03-01 04:43:57,Pending
ORD_789,"(26.71324, 80.84127)","(26.85738, 80.9666)",6.02,2025-03-01 02:16:09,Pending
ORD_790,"(26.86782, 80.97819)","(26.59854, 81.21119)",3.24,2025-03-01 23:10:04,Pending
ORD_791,"(27.08535, 80.77966)","(27.00571, 80.52162)",4.42,2025-03-01 04:38:59,Pending
ORD_792,"(26.89599, 80.9052)","(26.75029, 80.62779)",1.81,2025-03-01 00:51:36,Pending
ORD_793,"(26.95719, 80.60389)","(26.82251, 80.83047)",7.79,2025-03-01 14:04:25,Pending
ORD_794,"(26.87502, 81.01676)","(27.11584, 80.8245)",6.66,2025-03-01 21:06:45,Pending
ORD_795,"(26.96282, 80.83725)","(27.05912, 80.82863)",3.84,2025-03-01 04:15:38,Pending
ORD_796,"(27.02337, 80.74483)","(26.72696, 80.85137)",2.96,2025-03-01 06:47:10,Pending
ORD_797,"(26.56132, 80.69287)","(26.95793, 81.10178)",6.02,2025-03-01 11:42:16,Pending
ORD_798,"(26.52319, 81.02701)","(26.60746, 81.01011)",5.0,2025-03-01 18:46:57,Pending
ORD_799,"(26.67029, 80.74269)","(27.0999, 80.81305)",1.99,2025-03-01 07:40:39,Pending
ORD_800,"(27.14725, 81.17906)","(26.53468, 81.01073)",2.4,2025-03-01 13:42:13,Pending
ORD_801,"(27.09854, 81.0887)","(27.07561, 80.87783)",5.66,2025-03-01 02:57:06,Pending
ORD_802,"(27.16447, 80.98464)","(26.84617, 80.78769)",9.9,2025-03-01 10:35:16,Pending
ORD_803,"(26.51873, 80.75112)","(26.90817, 80.60517)",5.1,2025-03-01 00:48:07,Pending
ORD_804,"(26.64643, 81.03336)","(26.61458, 80.88373)",3.42,2025-03-01 03:24:30,Pending
ORD_805,"(26.65066, 81.11355)","(26.98408, 81.13381)",8.15,2025-03-01 13:00:09,Pending
ORD_806,"(26.73427, 81.05848)","(26.9508, 80.76334)",1.05,2025-03-01 14:25:55,Pending
ORD_807,"(27.13634, 81.09452)","(26.84977, 80.72854)",1.69,2025-03-01 04:07:19,Pending
ORD_808,"(26.702, 81.193)","(26.57348, 80.9737)",2.99,2025-03-01 22:52:38,Pending
ORD_809,"(26.78186, 81.0073)","(26.76674, 80.78635)",2.12,2025-03-01 19:40:58,Pending
ORD_810,"(26.62406, 81.11541)","(26.96109, 80.91756)",3.06,2025-03-01 02:02:50,Pending
ORD_811,"(26.7373, 80.5268)","(26.78646, 81.18423)",6.25,2025-03-01 01:56:59,Pending
ORD_812,"(27.00473, 80.59237)","(26.72311, 81.17795)",9.29,2025-03-01 06:54:39,Pending
ORD_813,"(26.77376, 80.86692)","(26.60168, 80.83122)",7.86,2025-03-01 04:57:38,Pending
ORD_814,"(27.15625, 80.80576)","(27.00201, 80.87976)",8.84,2025-03-01 09:25:37,Pending
ORD_815,"(26.71454, 80.9967)","(27.11854, 80.98656)",8.24,2025-03-01 21:07:33,Pending
ORD_816,"(26.58916, 80.70146)","(27.11884, 80.86331)",7.36,2025-03-01 14:01:04,Pending
ORD_817,"(26.87774, 80.57977)","(26.96237, 81.2086)",8.32,2025-03-01 00:39:46,Pending
ORD_818,"(26.55046, 81.17278)","(26.72873, 80.90871)",6.11,2025-03-01 08:16:13,Pending
ORD_819,"(26.78663, 80.65146)","(26.50747, 80.54931)",7.32,2025-03-01 20:15:08,Pending
ORD_820,"(26.60415, 80.99003)","(26.56588, 81.06737)",8.44,2025-03-02 00:07:42,Pending
ORD_821,"(26.6324, 80.67367)","(26.52239, 81.21891)",8.82,2025-03-01 19:36:56,Pending
ORD_822,"(27.04656, 80.98347)","(26.57747, 80.587)",7.97,2025-03-01 11:29:40,Pending
ORD_823,"(26.51, 80.88162)","(26.92741, 80.59641)",1.58,2025-03-01 03:02:57,Pending
ORD_824,"(26.88576, 81.0676)","(26.63833, 80.82448)",2.11,2025-03-02 00:08:19,Pending
ORD_825,"(27.03112, 81.02784)","(26.85205, 80.55595)",5.88,2025-03-01 01:01:56,Pending
ORD_826,"(26.64048, 80.91527)","(27.12275, 80.53008)",8.63,2025-03-01 14:34:57,Pending
ORD_827,"(26.97427, 80.78531)","(27.16879, 80.71552)",8.06,2025-03-01 11:17:20,Pending
ORD_828,"(27.15003, 81.20556)","(26.88679, 80.9327)",1.92,2025-03-01 14:08:05,Pending
ORD_829,"(26.78708, 81.07381)","(26.7888, 81.02836)",7.84,2025-03-01 18:57:13,Pending
ORD_830,"(26.90176, 81.03079)","(26.96312, 80.66201)",4.6,2025-03-01 23:52:44,Pending
ORD_831,"(26.52207, 81.0772)","(26.59027, 80.74326)",2.96,2025-03-01 16:03:04,Pending
ORD_832,"(26.65916, 80.83466)","(26.546, 80.69362)",9.16,2025-03-01 11:45:12,Pending
ORD_833,"(26.84914, 81.1285)","(26.89211, 80.55909)",1.46,2025-03-01 03:35:04,Pending
ORD_834,"(26.69225, 80.70327)","(27.08746, 81.07726)",5.04,2025-03-01 21:15:01,Pending
ORD_835,"(26.91062, 80.58294)","(26.73738, 80.88319)",7.13,2025-03-01 18:02:53,Pending
ORD_836,"(27.14057, 80.94073)","(26.67816, 80.97704)",5.49,2025-03-01 18:43:13,Pending
ORD_837,"(26.97307, 80.89589)","(26.98129, 81.02825)",6.94,2025-03-01 23:43:17,Pending
ORD_838,"(26.69913, 80.5283)","(26.9911, 80.83973)",6.14,2025-03-01 21:18:17,Pending
ORD_839,"(27.11467, 81.06307)","(26.58746, 80.53365)",3.1,2025-03-01 21:06:17,Pending
ORD_840,"(26.96425, 80.79964)","(26.86608, 80.68079)",3.53,2025-03-01 17:56:29,Pending
ORD_841,"(27.072, 80.71497)","(27.01573, 80.63588)",9.05,2025-03-01 22:36:38,Pending
ORD_842,"(26.9815, 80.56217)","(26.67286, 80.80322)",9.19,2025-03-01 04:09:17,Pending
ORD_843,"(26.67503, 80.92997)","(26.77657, 80.5696)",7.37,2025-03-01 07:20:23,Pending
ORD_844,"(27.02156, 80.84183)","(26.67589, 80.55877)",2.4,2025-03-01 11:57:05,Pending
ORD_845,"(26.5407, 81.00754)","(27.12655, 80.53535)",5.08,2025-03-01 19:28:49,Pending
ORD_846,"(26.92084, 80.56223)","(26.8629, 81.07398)",1.76,2025-03-01 08:16:57,Pending
ORD_847,"(27.13441, 81.17225)","(26.59023, 80.84597)",3.28,2025-03-01 15:15:55,Pending
ORD_848,"(27.09174, 80.67593)","(26.67981, 81.16825)",8.63,2025-03-02 00:03:00,Pending
ORD_849,"(26.61623, 80.70058)","(27.05896, 80.86716)",8.84,2025-03-01 10:19:08,Pending
ORD_850,"(26.60798, 81.17734)","(26.64879, 80.86565)",2.33,2025-03-01 06:30:56,Pending
ORD_851,"(26.88422, 80.62652)","(26.57943, 80.83699)",2.71,2025-03-01 13:03:37,Pending
ORD_852,"(26.71969, 81.14917)","(26.91869, 80.53191)",4.34,2025-03-01 04:32:35,Pending
ORD_853,"(27.08173, 81.0574)","(26.61271, 81.06135)",1.58,2025-03-01 13:45:16,Pending
ORD_854,"(26.57697, 81.0607)","(26.70926, 80.94569)",6.64,2025-03-01 06:18:25,Pending
ORD_855,"(26.50954, 81.07362)","(27.0642, 81.02522)",7.43,2025-03-01 06:16:55,Pending
ORD_856,"(26.8173, 81.15441)","(26.67824, 80.53362)",3.41,2025-03-01 02:16:04,Pending
ORD_857,"(26.82352, 80.77238)","(26.9817, 80.65501)",2.11,2025-03-01 13:20:35,Pending
ORD_858,"(27.11447, 81.13715)","(27.15165, 81.19646)",6.28,2025-03-01 16:41:08,Pending
ORD_859,"(26.9534, 80.69662)","(26.84134, 80.99259)",5.46,2025-03-01 18:18:12,Pending
ORD_860,"(26.65824, 80.81187)","(26.93094, 80.60705)",1.07,2025-03-01 03:23:35,Pending
ORD_861,"(27.11388, 80.78317)","(26.65529, 81.13944)",7.68,2025-03-01 15:47:07,Pending
ORD_862,"(26.7899, 80.87873)","(26.65386, 81.16682)",6.25,2025-03-01 04:06:41,Pending
ORD_863,"(26.71417, 81.07102)","(27.08337, 80.67522)",1.36,2025-03-01 13:48:58,Pending
ORD_864,"(27.12739, 81.13979)","(26.73416, 81.14281)",9.48,2025-03-01 02:16:13,Pending
ORD_865,"(27.00987, 81.08477)","(26.7663, 81.06749)",6.14,2025-03-01 11:40:22,Pending
ORD_866,"(27.11456, 80.60015)","(27.14529, 80.7625)",5.89,2025-03-01 12:50:47,Pending
ORD_867,"(27.02492, 81.1766)","(26.52484, 80.77885)",2.99,2025-03-01 07:23:42,Pending
ORD_868,"(27.09977, 80.90634)","(27.02132, 80.96283)",5.78,2025-03-01 21:53:44,Pending
ORD_869,"(26.95889, 80.92978)","(26.84093, 80.71929)",1.38,2025-03-01 06:01:37,Pending
ORD_870,"(27.14948, 81.15098)","(26.90079, 80.91748)",6.27,2025-03-01 21:34:05,Pending
ORD_871,"(26.77957, 81.1622)","(26.91344, 81.1867)",1.09,2025-03-01 18:54:28,Pending
ORD_872,"(26.9945, 80.65892)","(27.02299, 80.90712)",6.02,2025-03-01 08:44:11,Pending
ORD_873,"(26.69626, 80.79385)","(26.94996, 81.10218)",1.66,2025-03-01 18:23:56,Pending
ORD_874,"(27.12935, 81.11301)","(27.00495, 81.19933)",9.51,2025-03-01 18:51:33,Pending
ORD_875,"(27.15235, 81.18389)","(27.12873, 80.57423)",3.31,2025-03-01 19:08:11,Pending
ORD_876,"(27.0762, 80.81315)","(26.97481, 81.00235)",3.11,2025-03-01 08:44:21,Pending
ORD_877,"(26.64808, 80.71542)","(26.85205, 81.03548)",9.43,2025-03-01 16:56:24,Pending
ORD_878,"(26.68747, 81.16835)","(26.8922, 80.89176)",8.15,2025-03-01 07:10:12,Pending
ORD_879,"(27.00996, 81.15216)","(26.61694, 80.58859)",2.26,2025-03-01 07:47:00,Pending
ORD_880,"(26.69406, 80.72301)","(27.04282, 80.57943)",7.06,2025-03-01 20:35:54,Pending
ORD_881,"(27.09044, 81.1505)","(27.16772, 81.18608)",2.04,2025-03-01 13:47:25,Pending
ORD_882,"(26.83486, 80.51996)","(26.6938, 80.63518)",9.96,2025-03-01 10:52:41,Pending
ORD_883,"(26.7077, 80.80141)","(26.67806, 80.6924)",6.36,2025-03-01 21:46:04,Pending
ORD_884,"(26.6299, 80.60615)","(27.01867, 80.52244)",2.0,2025-03-01 20:35:10,Pending
ORD_885,"(26.98405, 81.21466)","(26.67213, 80.88341)",9.97,2025-03-01 03:38:17,Pending
ORD_886,"(26.60041, 80.60968)","(26.80657, 80.52239)",2.46,2025-03-01 21:05:06,Pending
ORD_887,"(27.08367, 80.839)","(26.56589, 81.10721)",2.41,2025-03-02 00:12:59,Pending
ORD_888,"(26.9865, 81.09427)","(26.92052, 80.52925)",9.8,2025-03-01 22:44:24,Pending
ORD_889,"(27.07191, 81.02152)","(26.59075, 80.54121)",7.78,2025-03-01 14:12:31,Pending
ORD_890,"(26.59222, 81.1893)","(26.50158, 80.97646)",6.46,2025-03-01 16:02:43,Pending
ORD_891,"(26.93466, 80.65732)","(26.52819, 80.62766)",7.61,2025-03-01 20:11:46,Pending
ORD_892,"(26.65616, 80.80232)","(26.94718, 80.70646)",3.07,2025-03-01 09:13:38,Pending
ORD_893,"(26.56943, 80.52621)","(26.57949, 80.71321)",4.01,2025-03-01 16:27:12,Pending
ORD_894,"(26.5253, 81.18902)","(26.6372, 80.93505)",2.87,2025-03-01 13:34:04,Pending
ORD_895,"(26.73391, 80.6849)","(26.57115, 81.19591)",8.13,2025-03-01 08:37:56,Pending
ORD_896,"(26.60988, 80.9156)","(26.88828, 80.85435)",2.18,2025-03-01 18:15:49,Pending
ORD_897,"(27.14506, 81.14963)","(26.70768, 80.88291)",4.36,2025-03-02 00:42:13,Pending
ORD_898,"(26.53899, 80.99015)","(26.79309, 80.62757)",4.66,2025-03-01 20:15:16,Pending
ORD_899,"(26.65854, 80.62118)","(27.04668, 80.7918)",4.44,2025-03-01 10:47:25,Pending
ORD_900,"(27.06454, 80.74212)","(26.85611, 81.18867)",1.89,2025-03-01 17:13:43,Pending
ORD_901,"(26.71712, 80.75752)","(26.65054, 81.17331)",5.23,2025-03-02 00:15:47,Pending
ORD_902,"(27.00587, 81.09391)","(26.79579, 80.80174)",9.33,2025-03-01 03:42:57,Pending
ORD_903,"(26.51043, 80.50641)","(26.56119, 80.88702)",6.01,2025-03-01 03:06:58,Pending
ORD_904,"(26.76859, 80.7494)","(27.02126, 80.89286)",4.96,2025-03-01 22:51:15,Pending
ORD_905,"(26.56316, 81.03898)","(27.03684, 80.86842)",2.57,2025-03-01 20:53:51,Pending
ORD_906,"(26.75712, 80.94064)","(26.85082, 80.94018)",6.18,2025-03-01 18:25:39,Pending
ORD_907,"(26.89581, 80.95348)","(26.79953, 81.12904)",3.59,2025-03-01 04:23:52,Pending
ORD_908,"(27.08899, 80.73785)","(26.56161, 81.09427)",9.06,2025-03-01 10:40:08,Pending
ORD_909,"(26.8012, 81.21683)","(26.6208, 80.80023)",2.23,2025-03-01 05:59:16,Pending
ORD_910,"(26.85029, 81.1584)","(26.54679, 80.99557)",1.08,2025-03-01 06:56:18,Pending
ORD_911,"(26.8679, 80.6564)","(26.99418, 80.52087)",4.61,2025-03-01 09:59:49,Pending
ORD_912,"(26.7915, 80.79429)","(26.67622, 80.59835)",8.23,2025-03-01 20:42:46,Pending
ORD_913,"(26.66637, 80.74773)","(26.98359, 80.50269)",4.44,2025-03-01 16:24:36,Pending
ORD_914,"(26.64318, 80.92055)","(27.16137, 80.53769)",7.3,2025-03-01 10:50:07,Pending
ORD_915,"(26.83752, 81.19016)","(26.72585, 80.92677)",1.42,2025-03-01 05:38:19,Pending
ORD_916,"(26.53847, 80.86155)","(26.56243, 80.99488)",2.96,2025-03-01 21:50:47,Pending
ORD_917,"(27.0608, 80.89263)","(26.92242, 80.77144)",9.96,2025-03-01 19:58:21,Pending
ORD_918,"(27.11439, 81.19536)","(27.09319, 80.55841)",2.36,2025-03-01 10:19:00,Pending
ORD_919,"(26.95395, 80.87508)","(26.80818, 80.94584)",1.96,2025-03-01 10:45:26,Pending
ORD_920,"(27.09271, 80.88677)","(26.64525, 80.69342)",9.51,2025-03-01 10:42:12,Pending
ORD_921,"(27.03402, 80.78931)","(26.52743, 81.00669)",5.5,2025-03-01 11:20:35,Pending
ORD_922,"(27.15092, 80.88403)","(26.65441, 80.96554)",2.74,2025-03-01 08:44:53,Pending
ORD_923,"(26.87892, 81.04821)","(26.63182, 80.64368)",5.8,2025-03-01 09:02:09,Pending
ORD_924,"(27.01469, 80.52388)","(26.87136, 80.66328)",4.6,2025-03-01 23:39:08,Pending
ORD_925,"(26.78195, 81.1075)","(26.75591, 80.71962)",8.25,2025-03-01 05:25:43,Pending
ORD_926,"(26.82646, 80.69426)","(26.72204, 81.19316)",3.49,2025-03-01 18:30:22,Pending
ORD_927,"(26.89156, 80.79194)","(26.7983, 81.13124)",8.68,2025-03-01 03:27:06,Pending
ORD_928,"(26.61914, 80.69616)","(26.67004, 80.7461)",6.65,2025-03-01 01:52:15,Pending
ORD_929,"(26.68051, 80.50609)","(26.85302, 81.05235)",6.23,2025-03-01 20:39:35,Pending
ORD_930,"(27.00391, 81.04463)","(26.58613, 80.79158)",1.8,2025-03-01 22:41:55,Pending
ORD_931,"(26.78468, 81.21165)","(27.08014, 81.17204)",4.29,2025-03-01 00:31:00,Pending
ORD_932,"(26.95388, 81.03234)","(27.04126, 80.54117)",6.53,2025-03-01 07:14:46,Pending
ORD_933,"(27.05783, 80.96676)","(26.88414, 80.57646)",2.91,2025-03-01 10:47:53,Pending
ORD_934,"(27.13601, 80.7463)","(27.10583, 81.11544)",8.75,2025-03-02 00:03:54,Pending
ORD_935,"(26.57775, 81.08182)","(26.99289, 80.87434)",4.4,2025-03-01 22:36:00,Pending
ORD_936,"(27.13537, 80.58977)","(27.00604, 81.18515)",8.53,2025-03-02 00:13:17,Pending
ORD_937,"(26.51464, 80.52098)","(26.6734, 81.1708)",3.13,2025-03-01 23:09:49,Pending
ORD_938,"(26.87693, 80.83065)","(26.73495, 81.20043)",9.04,2025-03-01 05:51:32,Pending
ORD_939,"(26.65133, 80.60018)","(26.9802, 81.03023)",3.27,2025-03-01 12:49:58,Pending
ORD_940,"(27.12547, 80.97636)","(26.94238, 80.63383)",8.7,2025-03-01 14:55:42,Pending
ORD_941,"(26.83584, 80.67394)","(26.92037, 80.95391)",9.77,2025-03-01 08:32:42,Pending
ORD_942,"(26.60975, 80.98213)","(27.13953, 81.18552)",3.47,2025-03-01 17:21:55,Pending
ORD_943,"(26.56847, 80.87217)","(27.01389, 81.09105)",7.05,2025-03-01 15:18:14,Pending
ORD_944,"(26.60951, 80.97443)","(26.71749, 80.90186)",6.46,2025-03-01 05:33:15,Pending
ORD_945,"(26.96547, 80.82731)","(27.11215, 80.73113)",6.27,2025-03-01 07:03:44,Pending
ORD_946,"(27.13354, 81.21552)","(26.52294, 80.74037)",9.19,2025-03-01 06:05:02,Pending
ORD_947,"(26.73954, 80.78436)","(26.62353, 81.10521)",4.23,2025-03-01 21:42:33,Pending
ORD_948,"(26.63681, 80.67355)","(27.07071, 80.85046)",5.48,2025-03-01 01:51:28,Pending
ORD_949,"(26.98158, 80.84965)","(27.12722, 80.91408)",2.66,2025-03-01 01:09:59,Pending
ORD_950,"(26.74839, 80.57913)","(27.16121, 80.53958)",1.79,2025-03-02 00:36:44,Pending
ORD_951,"(26.73936, 81.21838)","(26.99938, 81.0662)",4.59,2025-03-01 07:11:06,Pending
ORD_952,"(26.83769, 80.8541)","(26.93183, 80.67957)",3.08,2025-03-01 07:08:41,Pending
ORD_953,"(26.92229, 80.84952)","(27.0318, 80.60028)",5.4,2025-03-01 08:29:47,Pending
ORD_954,"(26.50417, 80.61945)","(26.92129, 80.59668)",9.88,2025-03-01 11:40:15,Pending
ORD_955,"(26.8552, 80.93736)","(26.60791, 81.10021)",4.32,2025-03-01 00:33:44,Pending
ORD_956,"(26.87641, 80.65393)","(26.89704, 80.69834)",4.27,2025-03-01 23:59:46,Pending
ORD_957,"(27.07348, 80.52722)","(26.9253, 80.52364)",9.25,2025-03-01 05:41:48,Pending
ORD_958,"(26.60829, 81.21616)","(26.5894, 81.16016)",5.01,2025-03-01 21:30:14,Pending
ORD_959,"(26.79449, 80.89255)","(27.03703, 81.19307)",8.5,2025-03-01 21:14:03,Pending
ORD_960,"(26.81579, 80.69187)","(26.50232, 80.76347)",5.03,2025-03-01 01:08:15,Pending
ORD_961,"(27.08202, 81.04477)","(26.97172, 80.94439)",3.77,2025-03-01 01:02:04,Pending
ORD_962,"(27.06194, 80.56699)","(26.75807, 80.58814)",8.4,2025-03-01 04:03:23,Pending
ORD_963,"(26.8158, 80.78917)","(26.96577, 80.71715)",8.02,2025-03-01 06:29:35,Pending
ORD_964,"(27.04881, 80.55009)","(26.83271, 81.02659)",5.99,2025-03-01 23:13:27,Pending
ORD_965,"(27.07757, 80.613)","(27.14983, 80.67943)",5.07,2025-03-01 21:29:58,Pending
ORD_966,"(26.72709, 80.93692)","(26.79684, 80.6719)",4.81,2025-03-01 21:16:47,Pending
ORD_967,"(26.93069, 80.52373)","(26.69219, 80.7394)",9.46,2025-03-01 00:57:57,Pending
ORD_968,"(26.59616, 81.17471)","(26.64788, 80.7165)",7.35,2025-03-01 23:55:56,Pending
ORD_969,"(27.14507, 80.64541)","(26.62789, 80.58039)",5.37,2025-03-01 15:03:45,Pending
ORD_970,"(27.10637, 80.57198)","(26.68089, 80.81216)",4.07,2025-03-02 00:12:16,Pending
ORD_971,"(26.70404, 80.81093)","(27.02728, 80.82873)",1.56,2025-03-01 16:26:47,Pending
ORD_972,"(27.16397, 80.82403)","(26.93541, 80.84785)",5.78,2025-03-01 11:08:02,Pending
ORD_973,"(27.04525, 81.09842)","(26.58787, 81.08612)",9.59,2025-03-01 12:32:09,Pending
ORD_974,"(27.05629, 81.07885)","(26.70458, 81.20316)",6.37,2025-03-01 04:39:01,Pending
ORD_975,"(27.16612, 81.15186)","(26.59571, 81.17684)",9.05,2025-03-01 22:03:22,Pending
ORD_976,"(26.96956, 80.68023)","(26.76604, 80.65974)",2.3,2025-03-01 08:14:50,Pending
ORD_977,"(26.84059, 81.10337)","(27.06498, 80.86935)",2.9,2025-03-01 03:49:03,Pending
ORD_978,"(26.88669, 80.51063)","(26.9536, 80.50024)",4.71,2025-03-01 21:33:05,Pending
ORD_979,"(26.73633, 80.82096)","(26.54285, 80.93322)",1.32,2025-03-01 12:52:55,Pending
ORD_980,"(26.84264, 80.68303)","(27.09041, 81.16039)",2.68,2025-03-01 09:20:25,Pending
ORD_981,"(27.01516, 81.09573)","(26.93062, 80.56886)",9.54,2025-03-01 02:07:00,Pending
ORD_982,"(26.54118, 80.70434)","(26.88464, 80.57162)",9.25,2025-03-01 09:05:49,Pending
ORD_983,"(27.08894, 80.92857)","(27.05847, 80.8575)",9.46,2025-03-01 21:19:51,Pending
ORD_984,"(26.77808, 80.63855)","(26.56182, 80.60026)",9.16,2025-03-01 03:34:46,Pending
ORD_985,"(26.92208, 80.8773)","(26.68033, 81.02601)",2.9,2025-03-01 14:55:45,Pending
ORD_986,"(26.73133, 80.54825)","(26.53561, 81.03481)",2.78,2025-03-01 21:59:33,Pending
ORD_987,"(26.76494, 80.85751)","(27.1639, 81.00227)",4.26,2025-03-01 09:26:21,Pending
ORD_988,"(26.82585, 81.04362)","(26.72434, 81.15075)",1.53,2025-03-01 01:26:33,Pending
ORD_989,"(27.00577, 80.79737)","(26.51698, 80.8517)",3.29,2025-03-01 23:30:45,Pending
ORD_990,"(26.92109, 80.8397)","(26.94567, 81.15682)",8.49,2025-03-01 09:06:23,Pending
ORD_991,"(26.63104, 80.50804)","(26.95548, 80.70499)",8.73,2025-03-01 13:04:47,Pending
ORD_992,"(26.98194, 80.73094)","(26.59269, 80.85577)",1.04,2025-03-01 21:51:02,Pending
ORD_993,"(26.95428, 80.96083)","(26.51746, 80.91484)",1.64,2025-03-01 07:18:04,Pending
ORD_994,"(26.9063, 80.69449)","(26.88861, 80.7703)",5.2,2025-03-01 14:56:19,Pending
ORD_995,"(26.90567, 80.75607)","(27.03001, 80.53325)",6.49,2025-03-01 23:45:34,Pending
ORD_996,"(26.80276, 80.97744)","(27.1221, 80.86533)",6.99,2025-03-01 08:01:34,Pending
ORD_997,"(26.74619, 80.53563)","(26.5031, 80.76827)",2.04,2025-03-01 20:21:45,Pending
ORD_998,"(26.66662, 80.95714)","(27.06221, 80.72686)",1.93,2025-03-01 03:19:53,Pending
ORD_999,"(26.86764, 80.65002)","(26.85141, 81.17008)",9.46,2025-03-01 14:28:14,Pending
ORD_1000,"(26.62108, 80.55806)","(26.98391, 80.9912)",2.91,2025-03-01 10:43:12,Pending
